MVM_PRSCRPTN_CN
"준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기,누워서 다리 들어올리기,달리기,트레드밀에서 걷기 / 정리운동:걷기"
"준비운동:달리기,실내 자전거타기,트레드밀에서 걷기 / 본운동:누워서 배가로근 수축 I,앉았다 일어서기,턱걸이 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:고정식 자전거 타기,스텝박스,스텝박스 오르내리기  / 본운동:덤벨 잡고 앉았다 일어서기,앉아서 다리 펴기,앉아서 다리 밀기  / 정리운동:고관절 스트레칭,대퇴이두근 스트레칭2,엉덩이 스트레칭2,종아리 스트레칭"
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:버피운동,매달려서 다리 들기,매달려서 뒤로 팔굽혀 펴기,달리기,계단 올라갔다 내려오기 / 정리운동:하지 루틴 스트레칭1,전신 루틴 스트레칭"
준비운동:고정식 트레드밀에서 걷기 / 본운동:스텝박스 오르내리기  / 정리운동:고정식 자전거 타기
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:앉았다 일어서기,턱걸이,바벨 끌어당기기,계단 올라갔다 내려오기,달리기 / 정리운동:전신 루틴 스트레칭"
"준비운동:전신 루틴 스트레칭 / 본운동:바벨 끌어당기기,달리기,엉덩이 스트레칭,윗몸 말아 올리기,넙다리 뒤쪽 스트레칭 / 정리운동:하지 루틴 스트레칭2"
"준비운동:정적 스트레칭  루틴프로그램 / 본운동:턱걸이,맨몸운동  루틴프로그램,조깅,자전거타기,줄넘기 운동,박스 운동  루틴프로그램,사다리 운동  루틴프로그램,버피운동,짐볼 운동  루틴프로그램 / 정리운동:요가 및 필라테스  루틴프로그램"
"준비운동:전완대고 버티기,손 뻗어 윗몸 일으키기,팔꿈치 고정 후 벌리기 / 본운동:걷기,조깅,줄넘기 운동"
"준비운동:달리기,실내 자전거타기,트레드밀에서 걷기 / 본운동:의자에 앉아 다리 뻗어 올리기,앉아서 엉덩관절 굽히기,서서 다리 뒤로 차기 / 정리운동:허리 스트레칭,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"본운동:누워서 덤벨 모아들기,소파를 이용한 윗몸올리기,누워서 팔 다리 동시에 들어올리기,누워서 다리 좌우로 움직이기,달리기,실내 자전거타기,계단 올라갔다 내려오기,수영"
"준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭"
"준비운동:실내 자전거타기,트레드밀에서 걷기,전신 루틴 스트레칭 / 본운동:누워서 배가로근 수축 I,누워서 배가로근 수축 II,매달려서 다리 들기,윗몸 말아 올리기 / 정리운동:스텝퍼 옆으로 뛰어넘기,뛰어 내렸다가 바로 점프하기,전신 루틴 스트레칭"
"준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,작은 공을 이용한 동적 루틴 스트레칭  / 본운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,계단 뛰어 오르기,윗몸 말아 올리기,누워서 배가로근 수축 II,앉았다 일어서기,한발 앞으로 내밀고 앉았다 일어서기 / 정리운동:자가근막이완술 루틴 스트레칭,하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭"
"준비운동:달리기 / 본운동:윗몸올리기 ,엎드려 버티기,계단 올라갔다 내려오기,수영,앉았다 일어서기"
"준비운동:달리기,줄넘기,계단 올라갔다 내려오기,계단 뛰어 오르기 / 본운동:왕복달리기"
"준비운동:턱걸이,바벨 끌어당기기,허리 굽혀 덤벨 들기,매달려서 다리 들기"
"준비운동:전신 루틴 스트레칭 / 본운동:발 바꿔 뛰기,웨이트 트레이닝  루틴프로그램,스텝퍼 오르내리기,버피운동 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,자가근막이완술 루틴 스트레칭"
"본운동:의자에 한 다리 올리고 앉앗다 일어서기,한발 앞으로 내밀고 앉았다 일어서기,매달려서 다리 들기"
"준비운동:유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,한발 앞으로 내밀고 앉았다 일어서기,턱걸이,팔굽혀펴기,원판던지기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,자가근막이완술 루틴 스트레칭"
"준비운동:누워서 배가로근 수축 II,누워서 덤벨 모아들기,윗몸 말아 올리기 / 본운동:윗몸올리기 ,짐볼 윗몸올리기,소파를 이용한 윗몸올리기,엎드려 버티기 / 정리운동:허리 스트레칭,배스트레칭,옆구리 스트레칭,엉덩이 스트레칭"
"준비운동:달리기,트레드밀에서 걷기 / 본운동:의자에 앉아 다리 뻗어 올리기,앉아서 엉덩관절 굽히기,서서 다리 뒤로 차기 / 정리운동:허리 스트레칭,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:유산소 운동 전 동적 루틴 스트레칭,작은 공을 이용한 동적 루틴 스트레칭 ,자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,계단 뛰어 오르기,누워서 배가로근 수축 II,앉았다 일어서기,한발 앞으로 내밀고 앉았다 일어서기,누워서 다리 들어올리기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,앉아서 당겨 내리기,앉아서 뒤로 당기기,원판던지기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,자가근막이완술 루틴 스트레칭"
"본운동:누워서 배가로근 수축 I,매달려서 다리 들기,계단 올라갔다 내려오기,소파를 이용한 윗몸올리기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:전신 루틴 스트레칭 / 본운동:바벨 들어 팔꿈치 굽히기,고정한 상태에서 덤벨 들고 팔꿈치 굽히기,손목 펴기/굽히기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:앉았다 일어서기,윗몸올리기 ,달리기 / 정리운동:넙다리 뒤쪽 스트레칭,전신 루틴 스트레칭"
"본운동:짐볼 윗몸올리기,소파를 이용한 윗몸올리기,엎드려 버티기"
준비운동:테이블 이용하여 팔 들어 올리기
"본운동:누워서 배가로근 수축 I,누워서 배가로근 수축 II,엎드려 버티기,팔굽혀펴기 / 정리운동:허리 스트레칭,배스트레칭,옆구리 스트레칭"
"본운동:허리 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,소파를 이용한 윗몸올리기,엎드려 버티기,옆으로 누워 버티기,누워서 다리 들어올리기"
"본운동:짐볼을 이용한 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭,소파를 이용한 윗몸올리기,엎드려 버티기,옆으로 누워 버티기,누워서 엉덩이 들어올리기"
"준비운동:스텝퍼 뛰어서 넘어가기,뛰어 내렸다가 바로 점프하기,점프 팔굽혀펴기 / 본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭"
준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:웨이트 트레이닝  루틴프로그램 / 정리운동:하지 루틴 스트레칭2
"본운동:턱걸이,바벨 끌어당기기,바벨 들어 팔꿈치 굽히기"
"본운동:탄력밴드 전방으로 당기기,탄력밴드 후방으로 당기기,탄력밴드 측면으로 당기기,탄력밴드 무릎으로 당기기,고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스,스텝박스 오르내리기 ,밴드 걸고 엎드려서 다리 구부리기,밴드 걸고 누워서 다리 들어올리기,물통으로 양팔 들어올리기,밴드 머리 뒤로 들어올리기 / 정리운동:양팔 벌려 전신 비틀기,목 돌림 스트레칭,가슴/어깨 스트레칭,회전근개 스트레칭"
"본운동:턱걸이,바벨 끌어당기기,바벨 들어 팔꿈치 굽히기"
"준비운동:동적 스트레칭 루틴프로그램 / 본운동:웨이트 트레이닝  루틴프로그램,팔굽혀 펴기,바운딩 운동  루틴프로그램 / 정리운동:정적 스트레칭  루틴프로그램"
"준비운동:달리기,줄넘기,계단 올라갔다 내려오기,계단 뛰어 오르기"
"준비운동:앉아서 다리 올리기,앉아서 무릎 굽히기,한 발 들어올리기,한 발 끌어당기기"
"준비운동:전신 루틴 스트레칭 / 본운동:웨이트 트레이닝  루틴프로그램 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭"
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:턱걸이,달리기 / 정리운동:전신 루틴 스트레칭"
"준비운동:옆으로 누워서팔 앞으로 당기기 / 본운동:맨몸운동  루틴프로그램,팔벌려뛰기 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭"
"준비운동:전신 루틴 스트레칭 / 본운동:매달려서 다리 들기,버피운동,바벨 들어 팔꿈치 굽히기,계단 올라갔다 내려오기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭"
"준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:턱걸이,매달려서 다리 들기,웨이트 트레이닝  루틴프로그램,달리기,수영 / 정리운동:등/어깨 뒤쪽 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,자가근막이완술 루틴 스트레칭"
"준비운동:전신 루틴 스트레칭 / 본운동:매달려서 다리 들기,엎드려 버티기,계단 올라갔다 내려오기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭"
"준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,테이블 이용하여 팔 들어 올리기 / 본운동:실내 자전거타기,한발 앞으로 내밀고 앉았다 일어서기,벽에서 팔굽혀 펴기,윗몸 말아 올리기,윗몸올리기 ,버피운동,앉았다 일어서면서 점프하기,무릎 높여 제자리 달리기,팔벌려뛰기,달리기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,자가근막이완술 루틴 스트레칭"
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:달리기,서서 뒤꿈치 들기,줄넘기,앉아서 밀기 / 정리운동:좌식생활자를 위한 동적 루틴 스트레칭 ,자가근막이완술 루틴 스트레칭"
"본운동:한발 앞으로 내밀고 앉았다 일어서기,의자에 한 다리 올리고 앉앗다 일어서기,서서 뒤꿈치 들기"
"준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,아래 팔 스트레칭 / 본운동:굽힘 밸런스운동-60~120도 사이,벌림 밸런스 운동-60~120도 사이,등척성운동-벌림,등척성운동-바깥돌림,등척성운동-안쪽 돌림,턱걸이,앉았다 일어서기,엎드려 버티기,팔굽혀펴기,팔벌려뛰기,버피운동,유산소 운동 전 동적 루틴 스트레칭,좌식생활자를 위한 동적 루틴 스트레칭 ,작은 공을 이용한 동적 루틴 스트레칭 ,자가근막이완술 루틴 스트레칭,빠르게 걷기,달리기,실외 자전거타기,계단 올라갔다 내려오기,수영 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:유산소 운동 전 동적 루틴 스트레칭,달리기 / 본운동:윗몸 말아 올리기,앉았다 일어서기,엎드려 버티기,버피운동,계단 두발 뛰기 / 정리운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭1,전신 루틴 스트레칭"
"준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭 / 본운동:달리기,앉았다 일어서기,엎드려 버티기,팔굽혀펴기,팔벌려뛰기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,계단 뛰어 오르기"
"준비운동:가슴/어깨 앞쪽 스트레칭,허리 스트레칭,넙다리 앞쪽 스트레칭 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,윗몸 말아 올리기,엎드려서 다리 차올리기,서서 탄력밴드 당겨내리기/올리기 / 정리운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,수영"
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸 말아 올리기,앉았다 일어서기,엎드려 버티기 / 정리운동:전신 루틴 스트레칭"
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,누워서 다리 들어올리기,누워서 팔 다리 동시에 들어올리기,달리기 / 정리운동:하지 루틴 스트레칭2"
"준비운동:가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:달리기 / 정리운동:허리 스트레칭,배스트레칭,옆구리 스트레칭,넙다리 뒤쪽 스트레칭"
"준비운동:걷기,달리기,실내 자전거타기,계단 올라갔다 내려오기"
"준비운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,계단 뛰어 오르기"
"준비운동:허리 스트레칭 / 본운동:맨몸운동  루틴프로그램,실내 자전거타기,계단 올라갔다 내려오기,수영,매달려서 다리 들기,서서 상체 일으키기 / 정리운동:하지 루틴 스트레칭2,하지 루틴 스트레칭1,전신 루틴 스트레칭"
"준비운동:가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:앉아서 당겨 내리기,바벨들어올리기,앉았다 일어서기,한발 앞으로 내밀고 앉았다 일어서기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭"
"본운동:엎드려 버티기,누워서 덤벨 들어올리기,서서 바벨 위로 밀기,달리기 / 정리운동:전신 루틴 스트레칭"
"준비운동:달리기,실내 자전거타기,트레드밀에서 걷기 / 본운동:서서 뒤꿈치 들기,한발 서서 균형잡기,누워서 배가로근 수축 II,앉았다 일어서기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:자가근막이완술 루틴 스트레칭 / 본운동:달리기,수영,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램"
"준비운동:자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,앉아서 당겨 내리기,앉아서 뒤로 당기기,바벨들어올리기 / 정리운동:자가근막이완술 루틴 스트레칭"
"본운동:윗몸 말아 올리기,윗몸올리기 ,소파를 이용한 윗몸올리기,버피운동 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭"
"준비운동:등척성운동-벌림,등척성운동-바깥돌림 / 본운동:누워서 덤벨 들어올리기,누워서 덤벨 모아들기,목 스트레칭,등/어깨 뒤쪽 스트레칭 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,전신 루틴 스트레칭"
준비운동:진자운동
"준비운동:달리기,실내 자전거타기,트레드밀에서 걷기 / 본운동:서서 뒤꿈치 들기,한발 서서 균형잡기,누워서 배가로근 수축 I / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭1 / 본운동:누워서 배가로근 수축 I,윗몸 말아 올리기,엎드려서 다리 차올리기,엎드려 버티기 / 정리운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,수영"
"준비운동:하지 루틴 스트레칭1,전신 루틴 스트레칭 / 본운동:발 바꿔 뛰기,웨이트 트레이닝  루틴프로그램,스텝퍼 오르내리기,버피운동 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,자가근막이완술 루틴 스트레칭"
준비운동:진자운동
"준비운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭"
"준비운동:걷기,달리기,줄넘기,수영,매달려서 다리 들기,몸통 옆으로 굽히기,엎드려서 균형잡기,윗몸 말아 올리기"
"준비운동:가슴/어깨 앞쪽 스트레칭,허리 스트레칭 / 본운동:앉았다 일어서기,엎드려서 균형잡기,달리기,윗몸 말아 올리기 / 정리운동:엉덩이 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭"
"준비운동:등/어깨 뒤쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭2 / 본운동:턱걸이,허리 굽혀 덤벨 들기,누워서 팔 다리 동시에 들어올리기,누워서 수직으로 다리 들어올리기  / 정리운동:목 스트레칭,넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭1"
"준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,배스트레칭 / 본운동:엎드려 버티기,옆으로 누워 버티기,윗몸 말아 올리기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭"
"준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:앉았다 일어서면서 점프하기,팔벌려뛰기,버피운동,점프 팔굽혀펴기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭"
"준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기 / 정리운동:배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭"
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭 / 정리운동:전신 루틴 스트레칭"
준비운동:달리기
준비운동:달리기
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:걷기,달리기,실외 자전거타기,실내 자전거타기 / 정리운동:전신 루틴 스트레칭"
"준비운동:누워서 배가로근 수축 II,누워서 덤벨 모아들기,윗몸 말아 올리기,엎드려서 다리 차올리기 / 본운동:윗몸올리기 ,짐볼 윗몸올리기,소파를 이용한 윗몸올리기,엎드려 버티기 / 정리운동:허리 스트레칭,배스트레칭,옆구리 스트레칭,엉덩이 스트레칭"
"준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:턱걸이,달리기,버피운동 / 정리운동:전신 루틴 스트레칭"
"준비운동:턱걸이,서서 바벨 위로 밀기,고정한 상태에서 덤벨 들고 팔꿈치 굽히기,허리 굽혀 덤벨 뒤로 들기 / 본운동:달리기,실내 자전거타기,줄넘기,수영,매달려서 다리 들기,매달려서 뒤로 팔굽혀 펴기,윗몸 말아 올리기,윗몸올리기  / 정리운동:앉았다 일어서기,앉았다 일어서기,앉아서 다리 밀기,뒤꿈치 들기"
"준비운동:등/어깨 뒤쪽 스트레칭,아래 팔 스트레칭,허리 스트레칭 / 본운동:달리기,왕복달리기,버피운동,버피 테스트,앉았다 일어서기 / 정리운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,하지 루틴 스트레칭1,상지 루틴 스트레칭"
"본운동:윗몸올리기 ,엎드려 버티기,계단 올라갔다 내려오기,수영,앉았다 일어서기"
